Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street
191508605,3/24/19,45,15,N Hollywood,1529,45,M,H,16,Narcotic Drug Laws,M,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,6100    CLEON                        AV,
191607323,3/24/19,1620,16,Foothill,1621,20,M,H,24,Miscellaneous Other Violations,M,308(A)PC,GIVE TOBACCO/SMOKG PARAPHERNALIA MINR <18,10400    LAUREL CANYON                BL,
191607325,3/24/19,1530,16,Foothill,1612,21,F,H,24,Miscellaneous Other Violations,M,308(A)PC,GIVE TOBACCO/SMOKG PARAPHERNALIA MINR <18,12900    VAN NUYS                     BL,
191607327,3/24/19,1500,16,Foothill,1675,41,M,H,24,Miscellaneous Other Violations,M,308(A)PC,GIVE TOBACCO/SMOKG PARAPHERNALIA MINR <18,8400    SUNLAND                      BL,
191708170,3/24/19,1730,17,Devonshire,1764,15,M,H,6,Larceny,M,490.1PC,PETTY THEFT UNDER $50.00,9300    TAMPA                        AV,
191808803,3/24/19,1450,18,Southeast,1822,60,M,B,16,Narcotic Drug Laws,M,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,MAIN                         ST,CENTURY                      BL
191209749,3/24/19,435,12,77th Street,1266,25,F,B,13,Prostitution/Allied,M,647(B)(1)PC,SOLICIT/ENGAGE IN ANY ACT OF PROSTITUTION,82ND,FIGUEROA
191209808,3/24/19,445,12,77th Street,1266,20,F,H,13,Prostitution/Allied,M,647(B)(1)PC,SOLICIT/ENGAGE IN ANY ACT OF PROSTITUTION,85TH                         ST,FIGUEROA                     ST
5581169,3/24/19,600,3,Southwest,315,43,M,B,7,Vehicle Theft,F,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,WESTERN,ADAMS
5581310,3/24/19,30,16,Foothill,1601,52,M,B,1,Homicide,F,187(A)PC,MURDER:FIRST DEGREE:SHOOT FROM VEHICLE,13200    CORCORAN                     ST,
191409107,3/24/19,1055,14,Pacific,1431,31,M,W,,,I,53.06.2LAMC,,PACIFIC,CLUB HOUSE
190208702,3/25/19,1655,2,Rampart,245,43,M,H,,,I,41.47.2LAMC,,2200 W  6TH                          ST,
191209856,3/25/19,1130,12,77th Street,1249,41,M,H,,,M,647(B)(2),,FIGUEROA,64TH
191409104,3/25/19,1400,14,Pacific,1411,33,M,W,,,I,63.44(D)LAM,,OCEAN FRONT                  WK,THORNTON
191209844,3/25/19,1110,12,77th Street,1249,40,M,H,,,M,647(B)(2),,64TH,FIGUEROA
191209857,3/25/19,1050,12,77th Street,1249,55,M,B,,,M,653.23 PC,,64TH                         ST,FIGUEROA
191209858,3/25/19,1044,12,77th Street,1249,27,F,B,,,M,647(A)(1)PC,,65TH,FIGUEROA
191508937,3/25/19,1035,15,N Hollywood,1524,34,F,W,,,I,8502,,VICTORY                      BL,BELLINGHAM                   AV
191409336,3/25/19,940,14,Pacific,1411,33,M,W,,,I,63.44(I)(9),,OCEAN FRONT                  WK,PARK
191409334,3/25/19,2355,14,Pacific,1431,70,M,B,,,I,594(B)(1)PC,,HORIZON,SPEEDWAY
191308649,3/25/19,1330,13,Newton,1303,22,F,H,,,M,104.15LAMC,,1200 S  SAN PEDRO                    ST,
191508951,3/25/19,1055,15,N Hollywood,1562,57,M,W,,,I,4118D,,LAUREL CANYON,HOLLYWOOD                    FY
191308653,3/25/19,1330,13,Newton,1303,24,F,H,,,M,104.15,,1200 S  SAN PEDRO                    ST,
190908249,3/25/19,1420,9,Van Nuys,923,46,M,W,,,I,41.27(C)LAM,,KITTRIDGE,VAN NUYS
190208699,3/25/19,1755,2,Rampart,245,29,M,H,,,I,63.44(B)(24,,2200 W  6TH                          ST,
190908261,3/25/19,1435,9,Van Nuys,933,43,F,H,,,I,41.27(C)LAM,,KESTER,AETNA
191308652,3/25/19,1330,13,Newton,1303,26,F,H,,,M,104.15LAMC,,1200 S  SAN PEDRO                    ST,
190208981,3/25/19,1805,2,Rampart,245,42,M,W,,,I,63.44B24LAM,,2200 W  6TH                          ST,
191508950,3/25/19,1106,15,N Hollywood,1562,28,M,W,,,I,4118D,,LAUREL CANYON,HOLLYWOOD                    FY
190908260,3/25/19,1700,9,Van Nuys,941,49,M,W,,,I,41.27(C)LAM,,OXNARD,SEPULVEDA
190608865,3/25/19,2355,6,Hollywood,645,21,M,H,,,M,25658(A)B&P,,6800    HOLLYWOOD                    BL,
191308651,3/25/19,1330,13,Newton,1303,20,F,H,,,M,104.15LAMC,,1200 S  SAN PEDRO                    ST,
190208701,3/25/19,1555,2,Rampart,245,32,M,H,,,I,63.44(B)(24,,2200 W  6TH                          ST,
191308642,3/25/19,1530,13,Newton,1365,27,M,H,,,M,104.15LAMC,,4800    HOOPER                       AV,
191409629,3/25/19,1730,14,Pacific,1488,20,F,W,,,M,647(B)1PC,,5700 W  CENTURY                      BL,
191209846,3/25/19,1140,12,77th Street,1249,25,M,H,,,M,647(B)(2),,64TH                         ST,FIGUEROA
191308648,3/25/19,1330,13,Newton,1303,24,F,H,,,M,104.15LAMC,,1200 S  SAN PEDRO                    ST,
191508432,3/25/19,1330,15,N Hollywood,1596,58,M,W,,,M,4124A,,3700    LANKERSHIM                   BL,
190609616,3/25/19,30,6,Hollywood,666,20,F,W,,,M,56.11BLAMC,,COLE                         PL,SUNSET
190109829,3/25/19,430,1,Central,119,51,M,W,8,Other Assaults,M,243(A)PC,BATTERY ON PERSON,500    RAMIREZ                      ST,
190109954,3/25/19,950,1,Central,154,57,F,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL*******,4TH,CROCKER
190109959,3/25/19,1125,1,Central,192,32,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,17TH,HILL
190208700,3/25/19,1640,2,Rampart,245,62,M,B,17,Liquor Laws,I,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,2200 W  6TH                          ST,
190208703,3/25/19,1610,2,Rampart,245,36,M,H,17,Liquor Laws,I,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,7TH                          ST,ALVARADO                     ST
190609617,3/25/19,1030,6,Hollywood,666,34,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,COLE                         PL,SUNSET                       BL
190908248,3/25/19,,9,Van Nuys,981,27,F,W,24,Miscellaneous Other Violations,I,16028(A)VC,EVIDENCE OF FINANCIAL RESPONSIBILITY REQ,SEPULVEDA,VENTURA
191007824,3/25/19,1345,10,West Valley,1015,26,M,B,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,17700    SATICOY                      ST,
191107966,3/25/19,1325,11,Northeast,1109,56,M,H,16,Narcotic Drug Laws,M,11364(A)HS,POSS DEVICE/INSTRUMT/PARAPHERNALIA,FIGUEROA,COLORADO
191107973,3/25/19,1230,11,Northeast,1169,31,M,H,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,AVENUE 52,LONGFELLOW
191108285,3/25/19,1525,11,Northeast,1149,62,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,FIGUEROA,AVENUE 51
191108286,3/25/19,1515,11,Northeast,1149,47,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,AVENUE 51,FIGUEROA
191108290,3/25/19,1440,11,Northeast,1181,62,M,W,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,LIBERTY,MONTANA
191108297,3/25/19,1455,11,Northeast,1139,60,F,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,AVENUE 53,FIGUEROA
191108298,3/25/19,1455,11,Northeast,1139,73,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,AVENUE 53,FIGUEROA
191209849,3/25/19,1210,12,77th Street,1249,28,M,H,13,Prostitution/Allied,M,647(B)(2)PC,ENGAGE/SOLICIT SEX FOR MONEY/ETC,64TH                         ST,FIGUEROA                     ST
191209850,3/25/19,1233,12,77th Street,1249,57,M,H,13,Prostitution/Allied,M,647(B)(2)PC,ENGAGE/SOLICIT SEX FOR MONEY/ETC,64TH,FIGUEROA
191209852,3/25/19,1202,12,77th Street,1249,32,M,H,13,Prostitution/Allied,M,647(B)(2)PC,ENGAGE/SOLICIT SEX FOR MONEY/ETC,64TH,FIGUEROA
191209855,3/25/19,1120,12,77th Street,1249,25,M,H,13,Prostitution/Allied,M,647(B)(2)PC,ENGAGE/SOLICIT SEX FOR MONEY/ETC,64TH                         ST,FIGUEROA                     ST
191308997,3/25/19,1615,13,Newton,1385,51,M,H,6,Larceny,M,484PC,THEFT FROM VEHICLE,900 E  SLAUSON                      AV,
191312351,3/25/19,1750,13,Newton,1341,49,F,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,24TH                         ST,GRIFFITH                     AV
191312352,3/25/19,1730,13,Newton,1323,58,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,24TH                         ST,CENTRAL                      AV
192107706,3/25/19,1006,21,Topanga,2134,49,M,B,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,SHOUP                        AV,SHERMAN                      WY
190407583,3/25/19,1655,4,Hollenbeck,473,31,M,H,24,Miscellaneous Other Violations,M,308(A)PC,GIVE TOBACCO/SMOKG PARAPHERNALIA MINR <18,700 S  CHICAGO                      ST,
190407580,3/25/19,1500,4,Hollenbeck,479,41,M,H,24,Miscellaneous Other Violations,M,308(A)PC,GIVE TOBACCO/SMOKG PARAPHERNALIA MINR <18,3500    WHITTIER                     BL,
5582271,3/25/19,1700,10,West Valley,1008,22,M,B,24,Miscellaneous Other Violations,F,32PC,ACCESSORY AFTR FACT-KNOW FEL CRIME/PERSON,8100    BALBOA                       BL,
190908357,3/26/19,1700,9,Van Nuys,919,21,M,H,8,Other Assaults,M,242PC,BATTERY,6600    WOODMAN                      AV,
191007702,3/26/19,1345,10,West Valley,1063,68,M,H,,,M,42.00.1LAMC,,5400    YOLANDA                      AV,
190109979,3/26/19,2020,1,Central,182,51,F,H,,,I,42.132ABLAM,,12TH,FIGUEROA
190109966,3/26/19,1250,1,Central,176,65,F,B,,,M,53.06.2ALAM,,7TH,SAN JULIAN
191308735,3/26/19,1950,13,Newton,1385,62,M,H,,,M,25620BNP,,SAN PEDRO                    ST,GAGE
191409342,3/26/19,1530,14,Pacific,1413,33,M,B,,,I,41.45(C)LAM,,3RD,SUNSET
191509393,3/26/19,2050,15,N Hollywood,1517,44,M,H,,,I,4127D,,VANOWEN                      AV,KLUMP                        ST
190208704,3/26/19,1630,2,Rampart,245,28,M,B,,,I,63.44D4LAMC,,2200 W  6TH                          ST,
191908849,3/26/19,40,19,Mission,1985,33,M,H,,,M,41.24(A)LAM,,14600    ROSCOE                       BL,
190109908,3/26/19,1520,1,Central,153,56,M,B,16,Narcotic Drug Laws,M,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,7TH                          ST,SPRING                       ST
190109957,3/26/19,1250,1,Central,192,21,F,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,17TH,OLIVE
190109961,3/26/19,1430,1,Central,157,61,M,B,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,6TH,SAN JULIAN
190109962,3/26/19,1430,1,Central,157,30,F,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,6TH,SAN JULIAN
190109967,3/26/19,1411,1,Central,185,22,M,W,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL*******,OLYMPIC,SANTEE
190109970,3/26/19,1840,1,Central,162,23,M,W,6,Larceny,M,459.5PC,SHOPLIFTING,700 S  FLOWER                       ST,
190111229,3/26/19,2312,1,Central,143,29,F,B,6,Larceny,M,490.2PC,PETTY THEFT,400 S  BROADWAY,
190407895,3/26/19,1700,4,Hollenbeck,453,40,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,400 N  STATE                        ST,
190609619,3/26/19,1130,6,Hollywood,666,49,M,B,24,Miscellaneous Other Violations,M,41.24ALAMC,TRESPASS ON PVT PROP W/SIGN POSTED,1400 N  HUDSON                       AV,
190609620,3/26/19,1120,6,Hollywood,666,41,M,B,24,Miscellaneous Other Violations,M,41.24ALAMC,TRESPASS ON PVT PROP W/SIGN POSTED,1400 N  HUDSON                       AV,
190609621,3/26/19,1030,6,Hollywood,666,30,M,B,24,Miscellaneous Other Violations,M,41.24ALAMC,TRESPASS ON PVT PROP W/SIGN POSTED,6500    DE LONGPRE                   AV,
190609622,3/26/19,930,6,Hollywood,667,34,M,B,24,Miscellaneous Other Violations,M,41.24ALAMC,TRESPASS ON PVT PROP W/SIGN POSTED,1100 N  BRONSON                      AV,
190609623,3/26/19,1500,6,Hollywood,645,44,F,W,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,SYCAMORE,HOLLYWOOD                    BL
190609625,3/26/19,1125,6,Hollywood,666,32,M,B,24,Miscellaneous Other Violations,M,41.24CLAMC,TRESPASS W/O EXPRESS CONSENT,1400 N  HUDSON                       AV,
190609627,3/26/19,1125,6,Hollywood,666,24,M,B,24,Miscellaneous Other Violations,M,41.24ALAMC,TRESPASS ON PVT PROP W/SIGN POSTED,1400 N  HUDSON                       AV,
190609628,3/26/19,935,6,Hollywood,667,23,F,B,24,Miscellaneous Other Violations,M,41.24CLAMC,TRESPASS W/O EXPRESS CONSENT,1100 N  BRONSON                      AV,
190807665,3/26/19,1750,8,West LA,853,31,F,W,16,Narcotic Drug Laws,M,11364(A)HS,POSS DEVICE/INSTRUMT/PARAPHERNALIA,SANTA MONICA,PURDUE
190807666,3/26/19,1750,8,West LA,853,53,M,H,16,Narcotic Drug Laws,M,11364(A)HS,POSS DEVICE/INSTRUMT/PARAPHERNALIA,SANTA MONICA,PURDUE
190807759,3/26/19,1540,8,West LA,891,39,M,W,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,PICO,BARRINGTON
190807760,3/26/19,1540,8,West LA,891,46,M,W,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,PICO,BARRINGTON
190908362,3/26/19,1835,9,Van Nuys,916,30,M,B,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,WOODMAN                      AV,SHERMAN                      WY
190908363,3/26/19,1850,9,Van Nuys,916,37,F,W,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,WOODMAN                      AV,SHERMAN                      WY
190908824,3/26/19,2200,9,Van Nuys,914,60,M,H,13,Prostitution/Allied,M,647(B)(2)PC,ENGAGE/SOLICIT SEX FOR MONEY/ETC,SEPULVEDA                    BL,VOSE                         ST
191007746,3/26/19,1538,10,West Valley,1088,38,F,W,6,Larceny,M,459.5PC,SHOPLIFTING,16400    VENTURA                      BL,
191108010,3/26/19,955,11,Northeast,1128,49,F,W,16,Narcotic Drug Laws,M,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,MARMION                      WY,FIGUEROA
191108011,3/26/19,830,11,Northeast,1138,44,M,H,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,100 N  AVENUE 61,
191108012,3/26/19,1015,11,Northeast,1128,50,F,H,16,Narcotic Drug Laws,M,11364(A)HS,POSS DEVICE/INSTRUMT/PARAPHERNALIA,MARMION                      WY,FIGUEROA
191108019,3/26/19,1000,11,Northeast,1139,36,M,H,16,Narcotic Drug Laws,M,11350HS,POSSESS CONTROLLED SUBSTANCE,FIGUEROA                     ST,MARMION                      WY
191108039,3/26/19,1045,11,Northeast,1136,61,M,H,24,Miscellaneous Other Violations,M,41.45CLAMC,ILLEGAL POSSESSION OF SHOPPING CART,4000    EAGLE ROCK                   BL,
191108054,3/26/19,2225,11,Northeast,1169,20,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,AVENUE 50,ECHO
191108291,3/26/19,1700,11,Northeast,1181,48,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,ALVARADO,ELSINORE
191108292,3/26/19,1440,11,Northeast,1181,61,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,SUNSET,ALVARADO
191108293,3/26/19,1530,11,Northeast,1158,60,F,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,AVENUE 51,FIGUEROA
191108294,3/26/19,1530,11,Northeast,1139,77,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,AVENUE 51,FIGUEROA
191108295,3/26/19,1450,11,Northeast,1158,40,F,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,AVENUE 51,FIGUEROA
191108296,3/26/19,1540,11,Northeast,1139,60,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,AVENUE 51,FIGUEROA
191308681,3/26/19,940,13,Newton,1343,50,M,H,10,Fraud/Embezzlement,M,498(B)PC,THEFT OF UTILITY SERVICES EXCEEDING $400,3600    AVALON                       BL,
191308711,3/26/19,1700,13,Newton,1303,30,M,B,16,Narcotic Drug Laws,M,11377HS,POSSESSION CONTROLLED SUBSTANCE,12TH                         ST,WALL                         ST
191308712,3/26/19,1700,13,Newton,1303,27,M,B,16,Narcotic Drug Laws,M,11377HS,POSSESSION CONTROLLED SUBSTANCE,12TH                         ST,WALL                         ST
191308736,3/26/19,1910,13,Newton,1385,64,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,SAN PEDRO                    ST,GAGE                         AV
191312353,3/26/19,1915,13,Newton,1323,53,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,24TH                         ST,GRIFFITH                     AV
191409331,3/26/19,1355,14,Pacific,1412,26,M,B,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,CLUB HOUSE,OCEAN FRONT                  WK
192108009,3/26/19,1255,21,Topanga,2139,42,F,H,24,Miscellaneous Other Violations,M,41.45(C)LAM,ILLEGAL POSSESSION OF SHOPPING CART****,20100    SATICOY                      ST,
192108010,3/26/19,1600,21,Topanga,2145,42,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,22000    VANOWEN                      ST,
192108012,3/26/19,1300,21,Topanga,2139,75,M,W,24,Miscellaneous Other Violations,M,41.45(C)LAM,ILLEGAL POSSESSION OF SHOPPING CART****,20100    SATICOY                      ST,
5583943,3/26/19,1650,20,Olympic,2027,17,F,B,27,Pre-Delinquency,D,601WIPLA,PLACEMENT RUNAWAY,3300    WILSHIRE                     BL,
5582658,3/26/19,730,20,Olympic,2027,57,M,B,4,Aggravated Assault,F,368(B)(1)PC,CAUSE HARM/DEATH OF ELDER/DEPEND ADULT,600 S  CATALINA                     ST,
191409333,3/27/19,1530,14,Pacific,1431,27,M,B,,,I,41.27(H)LAM,,PACIFIC,WINDWARD
190908412,3/27/19,2330,9,Van Nuys,914,38,M,W,,,M,647 B(2)PC,,SEPULVEDA                    BL,VOSE
190609173,3/27/19,2045,6,Hollywood,647,20,M,B,,,M,11362.3A1HS,,HOLLYWOOD,VINE
191508476,3/27/19,1710,15,N Hollywood,1559,27,M,B,,,M,5521,,4500    ARCOLA                       AV,
191409332,3/27/19,1505,14,Pacific,1431,44,M,B,,,I,63.44(B)14B,,OCEAN FRONT                  WK,MARKET                       AV
191508953,3/27/19,1515,15,N Hollywood,1599,55,M,W,,,M,5611,,CAHUENGA,HOLLYWOOD                    FY
5584059,3/27/19,1845,15,N Hollywood,1529,55,M,H,8,Other Assaults,M,242PC,BATTERY,6100    VINELAND                     AV,
190109953,3/27/19,1530,1,Central,156,55,M,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL*******,5TH,SAN PEDRO
190110044,3/27/19,1250,1,Central,158,38,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,7TH                          ST,CERES
190110045,3/27/19,1255,1,Central,158,40,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,7TH                          ST,CERES
190208982,3/27/19,1100,2,Rampart,217,42,M,B,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,SUNSET,ALVARADO
190609629,3/27/19,745,6,Hollywood,635,29,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,ODIN,CAHUENGA
190609630,3/27/19,1150,6,Hollywood,666,23,M,B,24,Miscellaneous Other Violations,M,41.24ALAMC,TRESPASS ON PVT PROP W/SIGN POSTED,6500    DE LONGPRE                   AV,
190609631,3/27/19,1140,6,Hollywood,666,36,M,B,24,Miscellaneous Other Violations,M,41.24ALAMC,TRESPASS ON PVT PROP W/SIGN POSTED,6500    DE LONGPRE                   AV,
190807755,3/27/19,1530,8,West LA,895,17,M,B,20,Disorderly Conduct,M,415(1)PC,FIGHT/CHALLENGE IN PUBLIC PLACE,3200    MOTOR                        AV,
190908410,3/27/19,2300,9,Van Nuys,914,45,M,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SEPULVEDA                    BL,VOSE                         ST
190908413,3/27/19,2330,9,Van Nuys,914,34,M,H,13,Prostitution/Allied,M,647(B)(2)PC,ENGAGE/SOLICIT SEX FOR MONEY/ETC,SEPULVEDA                    BL,VOSE
191108082,3/27/19,1215,11,Northeast,1142,29,F,H,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,HOLLYWOOD,HILLHURST
191409575,3/27/19,1435,14,Pacific,1431,25,M,W,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,PARK ROW,MARKET
191409576,3/27/19,1520,14,Pacific,1411,21,F,H,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,WAVECREST,OCEAN FRONT                  WK
191409577,3/27/19,1835,14,Pacific,1431,22,M,W,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,MARKET,OCEAN FRONT                  WK
191409578,3/27/19,1430,14,Pacific,1431,27,M,H,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,PARK ROW,MARKET                       ST
191707930,3/27/19,2130,17,Devonshire,1788,26,F,W,6,Larceny,M,459.5PC,SHOPLIFTING,8900    BALBOA                       BL,
192107794,3/27/19,2135,21,Topanga,2158,28,F,B,6,Larceny,M,488PC,PETTY THEFT,6100    CANOGA                       AV,
191908107,3/27/19,1630,19,Mission,1952,30,F,W,24,Miscellaneous Other Violations,M,104.01A27LA,INSP VIOL BUSINESS PREMISE FOR TEMP APRVAL,10200 N  SEPULVEDA                    BL,
191908108,3/27/19,1630,19,Mission,1952,21,F,H,24,Miscellaneous Other Violations,M,104.01A27LA,INSP VIOL BUSINESS PREMISE FOR TEMP APRVAL,10200 N  SEPULVEDA                    BL,
190208980,3/27/19,1100,2,Rampart,217,38,M,H,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,SUNSET,ALVARADO
190208979,3/27/19,1100,2,Rampart,217,47,M,H,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,SUNSET,ALVARADO
5583900,3/27/19,1500,13,Newton,1324,7,F,H,26,Non-Criminal Detention,D,300(E)WI,CHILD UNDER 5 SEVERE PHYSICAL ABUSE,1100 E  25TH                         ST,
5583887,3/27/19,1500,13,Newton,1324,13,F,H,26,Non-Criminal Detention,D,300(D)WI,FAIL PROTECT CHILD FROM SEXUAL ABUSE,1100 E  25TH ST                      ST,
5584027,3/27/19,1715,2,Rampart,256,20,M,H,3,Robbery,F,211PC,ROBBERY,1800 W  6TH                          ST,
5583735,3/27/19,1110,9,Van Nuys,935,22,M,H,24,Miscellaneous Other Violations,F,3056PC,VIOLATION OF PAROLE:FELONY,14400    ERWIN                        ST,
5583847,3/27/19,1145,11,Northeast,1142,48,M,H,16,Narcotic Drug Laws,F,11378HS,POSSESSION CONTROLLED SUBSTANCE FOR SALE,HOLLYWOOD,HILLHURST
5583772,3/27/19,830,1,Central,156,48,M,B,2,Rape,F,261(A)(2)PC,RAPE BY FORCE/FEAR,500 S  SAN PEDRO                    ST,
5583753,3/27/19,740,9,Van Nuys,932,30,M,H,24,Miscellaneous Other Violations,F,3056PC,VIOLATION OF PAROLE:FELONY,14800    ERWIN                        ST,
191508952,3/28/19,815,15,N Hollywood,1546,27,M,W,,,M,4118D,,HOLLYWOOD                    FY,RIVERSIDE                    DR
191210327,3/28/19,1930,12,77th Street,1266,20,F,B,,,I,653.22(A)PC,,80TH                         ST,FIGUEROA                     ST
190609175,3/28/19,2130,6,Hollywood,646,20,M,B,,,M,11362.3A1HS,,CAHUENGA,HOLLYWOOD
191508955,3/28/19,1430,15,N Hollywood,1555,55,M,B,,,I,25620A,,MAGNOLIA                     BL,VINELAND                     AV
191108560,3/28/19,1140,11,Northeast,1186,34,M,H,,,I,4127D,,ACADEMY                      RD,STADIUM                      WY
190908520,3/28/19,2145,9,Van Nuys,932,58,M,B,,,M,459.5(PC),,6100    SEPULVEDA                    BL,
190909036,3/28/19,2130,9,Van Nuys,952,22,F,W,,,M,647B1,,5500    SEPULVEDA                    BL,
191409330,3/28/19,1055,14,Pacific,1411,55,M,W,,,I,63.44(I)(9),,OCEAN FRONT                  WK,PALOMA
191508956,3/28/19,840,15,N Hollywood,1547,32,M,B,,,I,6344B26D,,MAGNOLIA,TUJUNGA                      AV
190609180,3/28/19,2045,6,Hollywood,647,35,M,B,,,M,11362.3A1HS,,HOLLYWOOD,VINE
190807781,3/28/19,1630,8,West LA,804,18,M,W,,,F,602WIC,,900    BLUESTONE                    TL,
190609172,3/28/19,2300,6,Hollywood,646,25,M,B,,,M,11362.3A1HS,,CAHUENGA,HOLLYWOOD
190908586,3/28/19,2100,9,Van Nuys,952,50,F,B,,,M,647(B)(I)PC,,5500    SEPULVEDA                    BL,
191508954,3/28/19,1120,15,N Hollywood,1546,30,F,B,,,M,4118D,,HOLLYWOOD                    FY,RIVERSIDE                    DR
191210328,3/28/19,1930,12,77th Street,1266,19,F,B,,,I,653.22(A)PC,,80TH                         ST,FIGUEROA                     ST
5585216,3/28/19,1905,15,N Hollywood,1517,35,M,H,22,Driving Under Influence,M,23152(G)VC,DUI OF COMBINED DRUG & ALCOHOL INFLUENCE,VANOWEN,KLUMP
190110083,3/28/19,950,1,Central,158,44,M,B,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,7TH                          ST,KOHLER
190110084,3/28/19,940,1,Central,171,36,F,W,24,Miscellaneous Other Violations,M,56.11LAMC,LEAVING PERSONAL PROP ON SIDEWALK,OLYMPIC,HARBOR                       FY
190110085,3/28/19,920,1,Central,171,38,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,OLYMPIC,LA LIVE                      WY
190110086,3/28/19,920,1,Central,171,57,M,H,24,Miscellaneous Other Violations,M,56.11LAMC,LEAVING PERSONAL PROP ON SIDEWALK,OLYMPIC,LA LIVE                      WY
190110087,3/28/19,920,1,Central,171,36,F,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,OLYMPIC,HARBOR                       FY
190110113,3/28/19,1455,1,Central,162,40,F,B,6,Larceny,M,459.5PC,SHOPLIFTING,700 W  7TH                          ST,
